order_id,order_date,region,product,category,quantity,unit_price,revenue,customer_id
396,2025-07-06,North,Gizmo,Electronics,4,48.73,194.92,1137
397,2025-02-06,South,Gadget,Hardware,1,190.26,190.26,1076
398,2025-04-19,East,Thingamajig,Accessories,14,135.32,1894.48,1058
399,2024-09-10,South,Gadget,Hardware,9,51.18,460.62,1185
400,2024-04-25,North,Doohickey,Electronics,20,192.68,3853.6,1004
401,2024-09-03,North,Widget,Hardware,20,13.23,264.6,1153
402,2025-11-19,East,Widget,Hardware,8,186.43,1491.44,1102
403,2025-03-25,North,Gadget,Hardware,2,39.33,78.66,1074
404,2024-08-27,West,Thingamajig,Accessories,11,146.48,1611.28,1197
405,2025-11-19,West,Gadget,Hardware,10,219.68,2196.8,1169
406,2025-06-17,North,Gizmo,Electronics,9,19.93,179.37,1151
407,2024-06-28,East,Doohickey,Electronics,18,126.43,2275.74,1088
408,2025-10-20,East,Thingamajig,Accessories,11,175.6,1931.6,1104
409,2024-06-01,North,Gadget,Hardware,18,121.01,2178.18,1057
410,2024-11-03,West,Gadget,Hardware,15,229.11,3436.65,1143
411,2025-02-26,West,Thingamajig,Accessories,17,37.85,643.45,1062
412,2024-09-18,North,Widget,Hardware,15,212.55,3188.25,1023
413,2025-07-02,East,Gadget,Hardware,2,70.77,141.54,1172
414,2025-09-11,East,Widget,Hardware,7,202.14,1414.98,1150
415,2025-11-18,East,Doohickey,Electronics,7,218.02,1526.14,1085
416,2024-11-06,West,Widget,Hardware,7,234.6,1642.2,1189
417,2024-04-30,East,Doohickey,Electronics,8,175.43,1403.44,1180
418,2024-07-28,South,Gadget,Hardware,18,83.8,1508.4,1072
419,2025-01-24,South,Gizmo,Electronics,10,69.08,690.8,1131
420,2025-05-24,South,Doohickey,Electronics,11,229.01,2519.11,1094
421,2024-11-16,South,Thingamajig,Accessories,8,186.61,1492.88,1004
422,2024-09-24,East,Thingamajig,Accessories,19,181.4,3446.6,1075
423,2024-06-05,North,Gadget,Hardware,13,144.6,1879.8,1062
424,2025-05-26,East,Gizmo,Electronics,9,192.02,1728.18,1125
425,2025-10-19,East,Doohickey,Electronics,6,184.53,1107.18,1090
426,2024-06-22,North,Thingamajig,Accessories,16,50.09,801.44,1138
427,2025-10-19,West,Thingamajig,Accessories,2,210.57,421.14,1019
428,2025-11-15,North,Widget,Hardware,14,38.69,541.66,1161
429,2024-08-24,North,Gadget,Hardware,1,58.59,58.59,1116
430,2025-01-17,North,Thingamajig,Accessories,16,166.52,2664.32,1004
431,2024-01-07,South,Doohickey,Electronics,1,9.1,9.1,1184
432,2024-10-08,South,Gizmo,Electronics,1,128.04,128.04,1178
433,2025-11-21,South,Gadget,Hardware,4,229.92,919.68,1134
434,2024-06-01,North,Thingamajig,Accessories,17,66.84,1136.28,1090
435,2024-09-30,East,Widget,Hardware,12,240.03,2880.36,1117
436,2025-08-01,North,Gadget,Hardware,10,172.59,1725.9,1020
437,2025-10-31,West,Widget,Hardware,3,104.29,312.87,1096
438,2025-07-19,South,Widget,Hardware,6,25.26,151.56,1111
439,2025-10-22,East,Thingamajig,Accessories,4,224.22,896.88,1010
440,2024-08-23,North,Thingamajig,Accessories,16,71.42,1142.72,1019
441,2025-12-01,West,Thingamajig,Accessories,19,166.24,3158.56,1045
442,2024-11-18,North,Gadget,Hardware,19,40.33,766.27,1182
443,2025-02-11,West,Gizmo,Electronics,6,143.17,859.02,1145
444,2025-02-02,East,Thingamajig,Accessories,11,99.04,1089.44,1189
445,2024-05-23,East,Widget,Hardware,17,187.64,3189.88,1088
446,2024-02-24,North,Gadget,Hardware,3,88.45,265.35,1196
447,2025-09-20,West,Doohickey,Electronics,11,12.26,134.86,1069
448,2025-04-06,South,Gizmo,Electronics,18,235.58,4240.44,1110
449,2024-07-09,East,Doohickey,Electronics,3,194.18,582.54,1075
450,2024-09-09,East,Widget,Hardware,9,42.78,385.02,1182
451,2025-10-11,North,Doohickey,Electronics,11,93.37,1027.07,1023
452,2024-01-06,West,Doohickey,Electronics,12,191.53,2298.36,1026
453,2024-05-15,North,Doohickey,Electronics,15,141.46,2121.9,1131
454,2025-02-21,North,Widget,Hardware,12,140.78,1689.36,1152
455,2025-09-04,East,Doohickey,Electronics,1,76.5,76.5,1099
456,2024-03-27,East,Thingamajig,Accessories,8,145.13,1161.04,1043
457,2025-12-02,South,Gadget,Hardware,9,78.78,709.02,1126
458,2024-05-29,North,Doohickey,Electronics,9,108.17,973.53,1123
459,2024-03-19,South,Gadget,Hardware,16,150.48,2407.68,1050
460,2025-04-13,North,Gizmo,Electronics,1,237.46,237.46,1085
461,2025-09-27,South,Gizmo,Electronics,15,87.01,1305.15,1166
462,2025-08-31,North,Gizmo,Electronics,20,237.08,4741.6,1051
463,2025-05-05,South,Doohickey,Electronics,11,76.4,840.4,1177
464,2025-10-10,South,Thingamajig,Accessories,8,84.84,678.72,1071
465,2025-02-06,South,Thingamajig,Accessories,7,150.1,1050.7,1139
466,2024-07-03,East,Thingamajig,Accessories,1,238.49,238.49,1118
467,2025-12-26,North,Gizmo,Electronics,3,205.65,616.95,1104
468,2025-11-20,South,Gizmo,Electronics,8,66.91,535.28,1039
469,2025-03-09,East,Widget,Hardware,15,247.72,3715.8,1122
470,2025-08-19,South,Thingamajig,Accessories,14,138.19,1934.66,1092
471,2025-12-19,West,Thingamajig,Accessories,20,161.35,3227.0,1021
472,2024-04-21,East,Gizmo,Electronics,6,163.51,981.06,1011
473,2025-07-30,West,Doohickey,Electronics,11,241.6,2657.6,1110
474,2024-04-18,North,Gizmo,Electronics,8,130.12,1040.96,1132
475,2025-07-25,East,Thingamajig,Accessories,8,114.22,913.76,1100
476,2025-04-19,East,Thingamajig,Accessories,17,41.93,712.81,1006
477,2025-05-09,North,Doohickey,Electronics,3,33.44,100.32,1186
478,2024-05-25,South,Gizmo,Electronics,15,197.15,2957.25,1133
479,2025-05-09,South,Widget,Hardware,15,181.89,2728.35,1115
480,2024-11-22,North,Widget,Hardware,4,10.53,42.12,1087
481,2025-10-25,North,Gadget,Hardware,8,131.42,1051.36,1141
482,2024-06-12,South,Doohickey,Electronics,15,61.8,927.0,1103
483,2025-10-06,North,Doohickey,Electronics,13,12.15,157.95,1157
484,2024-07-21,South,Doohickey,Electronics,13,6.09,79.17,1054
485,2024-07-29,North,Widget,Hardware,19,29.93,568.67,1137
486,2024-07-10,South,Gadget,Hardware,15,32.92,493.8,1171
487,2025-05-16,South,Gizmo,Electronics,20,100.22,2004.4,1100
488,2025-08-24,North,Gizmo,Electronics,15,156.25,2343.75,1172
489,2025-12-23,West,Thingamajig,Accessories,19,25.76,489.44,1034
490,2024-11-16,North,Gizmo,Electronics,4,49.85,199.4,1177
491,2024-05-24,South,Doohickey,Electronics,20,38.78,775.6,1098
492,2025-03-09,North,Thingamajig,Accessories,6,140.95,845.7,1125
493,2024-10-22,North,Gizmo,Electronics,15,156.76,2351.4,1091
494,2024-01-10,South,Gadget,Hardware,13,241.14,3134.82,1129
495,2025-10-30,South,Doohickey,Electronics,14,178.98,2505.72,1113
496,2025-05-15,North,Thingamajig,Accessories,1,199.99,199.99,1056
497,2024-10-26,North,Gadget,Hardware,18,75.72,1362.96,1199
498,2025-04-13,East,Doohickey,Electronics,18,130.15,2342.7,1146
499,2024-04-26,North,Thingamajig,Accessories,12,137.8,1653.6,1193
500,2024-02-12,East,Doohickey,Electronics,18,58.54,1053.72,1108
501,2024-04-14,East,Gadget,Hardware,10,219.33,2193.3,1008
502,2025-04-05,North,Widget,Hardware,15,217.0,3255.0,1030
503,2024-08-30,North,Thingamajig,Accessories,12,215.96,2591.52,1156
504,2025-10-09,South,Thingamajig,Accessories,5,197.29,986.45,1052
505,2024-03-01,East,Thingamajig,Accessories,9,151.23,1361.07,1043
506,2024-11-27,West,Gizmo,Electronics,10,145.32,1453.2,1131
507,2025-11-26,West,Gadget,Hardware,14,230.1,3221.4,1070
508,2025-11-02,North,Gadget,Hardware,8,40.83,326.64,1082
509,2024-09-10,East,Doohickey,Electronics,16,39.83,637.28,1161
510,2024-10-02,East,Doohickey,Electronics,15,23.5,352.5,1196
511,2024-04-05,South,Gizmo,Electronics,12,116.4,1396.8,1124
512,2024-12-01,East,Widget,Hardware,15,160.54,2408.1,1178
513,2025-01-01,West,Thingamajig,Accessories,13,58.37,758.81,1109
514,2024-08-04,South,Gizmo,Electronics,10,87.75,877.5,1147
515,2024-05-13,East,Doohickey,Electronics,11,224.07,2464.77,1195
516,2024-02-19,North,Doohickey,Electronics,1,35.44,35.44,1040
517,2025-03-27,South,Doohickey,Electronics,7,248.95,1742.65,1033
518,2025-10-27,South,Gizmo,Electronics,3,165.37,496.11,1064
519,2024-03-25,South,Gadget,Hardware,2,102.1,204.2,1078
520,2025-12-17,East,Doohickey,Electronics,3,177.41,532.23,1000
521,2024-08-06,South,Gadget,Hardware,19,60.42,1147.98,1174
522,2025-03-31,North,Gizmo,Electronics,4,247.1,988.4,1108
523,2025-12-11,North,Widget,Hardware,8,98.85,790.8,1187
524,2024-04-14,North,Gizmo,Electronics,10,38.6,386.0,1198
525,2024-05-16,East,Gadget,Hardware,3,134.97,404.91,1002
526,2025-09-16,East,Doohickey,Electronics,12,182.0,2184.0,1160
527,2024-06-04,West,Thingamajig,Accessories,15,215.69,3235.35,1022
528,2024-04-12,North,Widget,Hardware,19,183.85,3493.15,1089
529,2025-03-15,South,Gadget,Hardware,8,72.86,582.88,1021
530,2024-09-11,East,Thingamajig,Accessories,20,74.81,1496.2,1176
531,2024-01-28,West,Gizmo,Electronics,7,131.85,922.95,1130
532,2024-07-12,East,Gizmo,Electronics,2,197.03,394.06,1061
533,2025-05-21,South,Gadget,Hardware,16,161.33,2581.28,1018
534,2025-06-24,West,Widget,Hardware,12,233.81,2805.72,1033
535,2025-01-31,West,Thingamajig,Accessories,14,94.53,1323.42,1174
536,2024-06-25,East,Widget,Hardware,1,148.9,148.9,1003
537,2024-09-25,North,Widget,Hardware,13,129.12,1678.56,1160
538,2025-12-30,South,Doohickey,Electronics,14,176.94,2477.16,1021
539,2025-10-17,South,Thingamajig,Accessories,5,72.98,364.9,1079
540,2024-03-21,South,Gadget,Hardware,5,136.42,682.1,1100
541,2025-08-23,East,Widget,Hardware,10,176.18,1761.8,1186
542,2024-09-01,North,Widget,Hardware,14,33.42,467.88,1156
543,2025-09-15,North,Gadget,Hardware,4,8.1,32.4,1035
544,2025-12-19,North,Doohickey,Electronics,12,133.14,1597.68,1184
545,2024-09-22,North,Gadget,Hardware,9,184.57,1661.13,1030
546,2024-01-31,South,Doohickey,Electronics,9,133.34,1200.06,1067
547,2025-12-30,West,Widget,Hardware,16,116.52,1864.32,1092
548,2024-02-26,South,Thingamajig,Accessories,6,95.08,570.48,1065
549,2024-04-15,West,Widget,Hardware,8,186.49,1491.92,1000
550,2024-02-15,West,Widget,Hardware,8,16.27,130.16,1093
551,2025-01-27,West,Gadget,Hardware,2,140.45,280.9,1182
552,2025-11-02,South,Gizmo,Electronics,8,106.98,855.84,1184
553,2024-11-23,North,Widget,Hardware,19,96.34,1830.46,1128
554,2025-11-20,West,Gadget,Hardware,8,202.06,1616.48,1011
555,2025-02-14,North,Doohickey,Electronics,10,194.51,1945.1,1079
556,2024-12-01,North,Doohickey,Electronics,1,95.39,95.39,1074
557,2025-07-31,East,Thingamajig,Accessories,8,118.66,949.28,1151
558,2025-05-20,West,Gadget,Hardware,18,191.32,3443.76,1062
559,2024-06-03,North,Doohickey,Electronics,1,62.08,62.08,1088
560,2025-10-13,West,Widget,Hardware,11,5.36,58.96,1168
561,2025-01-20,West,Gizmo,Electronics,4,55.27,221.08,1060
562,2025-03-05,South,Widget,Hardware,5,179.35,896.75,1023
563,2024-02-14,West,Thingamajig,Accessories,14,176.71,2473.94,1095
564,2025-04-14,West,Widget,Hardware,19,28.42,539.98,1034
565,2025-10-14,West,Widget,Hardware,19,144.12,2738.28,1111
566,2025-11-09,West,Gadget,Hardware,10,68.94,689.4,1080
567,2025-02-06,East,Gizmo,Electronics,11,115.93,1275.23,1059
568,2024-03-17,West,Gadget,Hardware,19,31.7,602.3,1027
569,2024-06-17,South,Gizmo,Electronics,14,34.58,484.12,1091
570,2024-07-31,South,Doohickey,Electronics,9,213.86,1924.74,1023
571,2024-06-10,West,Gizmo,Electronics,20,14.88,297.6,1083
572,2024-05-31,North,Gadget,Hardware,12,102.08,1224.96,1012
573,2025-11-24,North,Gadget,Hardware,1,238.26,238.26,1115
574,2025-07-23,East,Gadget,Hardware,4,118.2,472.8,1035
575,2024-05-04,North,Gadget,Hardware,5,53.54,267.7,1102
576,2025-01-16,East,Widget,Hardware,19,148.6,2823.4,1019
577,2024-01-23,West,Gadget,Hardware,15,203.28,3049.2,1023
578,2024-12-05,North,Doohickey,Electronics,2,46.16,92.32,1146
579,2025-03-19,West,Doohickey,Electronics,16,12.22,195.52,1174
580,2025-03-12,North,Gadget,Hardware,6,72.37,434.22,1114
581,2024-06-01,North,Thingamajig,Accessories,20,65.22,1304.4,1075
582,2025-05-25,South,Thingamajig,Accessories,16,19.94,319.04,1071
583,2025-01-27,North,Gadget,Hardware,17,66.04,1122.68,1139
584,2024-01-20,West,Gizmo,Electronics,16,138.41,2214.56,1124
585,2024-12-18,West,Thingamajig,Accessories,11,100.15,1101.65,1046
586,2024-01-27,South,Gadget,Hardware,1,224.46,224.46,1199
587,2024-10-14,North,Doohickey,Electronics,17,92.57,1573.69,1149
588,2024-08-26,West,Widget,Hardware,8,165.93,1327.44,1068
589,2025-06-30,West,Widget,Hardware,8,146.04,1168.32,1099
590,2024-12-29,West,Gadget,Hardware,6,62.96,377.76,1081
591,2025-12-15,South,Thingamajig,Accessories,1,177.35,177.35,1090
592,2025-08-04,East,Thingamajig,Accessories,7,209.99,1469.93,1126
593,2025-07-09,South,Doohickey,Electronics,2,27.11,54.22,1059
594,2025-09-08,North,Thingamajig,Accessories,16,5.17,82.72,1157
595,2024-07-25,West,Gizmo,Electronics,6,230.1,1380.6,1082
596,2024-03-01,North,Thingamajig,Accessories,5,194.72,973.6,1134
597,2025-01-08,West,Gizmo,Electronics,13,148.57,1931.41,1086
598,2024-11-05,South,Gadget,Hardware,14,199.0,2786.0,1124
599,2025-10-26,South,Thingamajig,Accessories,20,197.81,3956.2,1057
600,2025-11-12,East,Gadget,Hardware,13,80.17,1042.21,1176
601,2024-10-28,North,Widget,Hardware,19,100.94,1917.86,1197
602,2025-08-04,North,Thingamajig,Accessories,11,230.65,2537.15,1156
603,2024-08-14,East,Widget,Hardware,16,39.46,631.36,1190
604,2024-03-20,North,Gizmo,Electronics,6,160.87,965.22,1022
605,2025-12-26,East,Gizmo,Electronics,15,7.79,116.85,1053
606,2024-09-12,East,Gizmo,Electronics,9,197.82,1780.38,1184
607,2024-01-02,North,Doohickey,Electronics,14,242.43,3394.02,1105
608,2025-05-19,West,Gizmo,Electronics,18,96.96,1745.28,1122
609,2025-08-14,East,Gadget,Hardware,6,115.57,693.42,1008
610,2024-10-28,North,Gizmo,Electronics,4,23.18,92.72,1043
611,2025-01-19,North,Widget,Hardware,18,235.75,4243.5,1023
612,2024-12-12,East,Thingamajig,Accessories,16,177.6,2841.6,1110
613,2025-10-31,North,Doohickey,Electronics,6,18.12,108.72,1084
614,2024-07-29,West,Doohickey,Electronics,18,181.9,3274.2,1186
615,2025-07-07,North,Gizmo,Electronics,10,63.2,632.0,1012
616,2025-02-06,East,Doohickey,Electronics,5,18.35,91.75,1000
617,2025-03-13,North,Thingamajig,Accessories,16,53.92,862.72,1006
618,2024-07-30,North,Gizmo,Electronics,3,121.02,363.06,1029
619,2024-11-11,East,Doohickey,Electronics,16,224.24,3587.84,1067
620,2024-04-03,East,Doohickey,Electronics,6,95.9,575.4,1097
621,2025-01-13,North,Widget,Hardware,9,112.74,1014.66,1067
622,2024-08-19,West,Thingamajig,Accessories,2,42.03,84.06,1178
623,2025-11-14,North,Gizmo,Electronics,18,106.43,1915.74,1193
624,2025-08-26,North,Widget,Hardware,13,205.51,2671.63,1107
625,2025-07-02,East,Doohickey,Electronics,19,221.01,4199.19,1121
626,2024-11-02,North,Widget,Hardware,17,144.95,2464.15,1132
627,2025-08-08,East,Thingamajig,Accessories,5,34.47,172.35,1193
628,2025-04-04,North,Gadget,Hardware,7,203.07,1421.49,1032
629,2024-02-13,South,Doohickey,Electronics,7,249.33,1745.31,1160
630,2024-05-31,West,Gizmo,Electronics,11,228.15,2509.65,1017
631,2024-03-30,South,Doohickey,Electronics,18,84.9,1528.2,1070
632,2025-06-16,South,Widget,Hardware,20,148.96,2979.2,1107
633,2024-04-25,South,Gadget,Hardware,19,149.04,2831.76,1194
634,2024-04-12,West,Thingamajig,Accessories,4,197.51,790.04,1137
635,2024-12-18,West,Gizmo,Electronics,13,165.42,2150.46,1146
636,2025-09-15,South,Gadget,Hardware,9,103.73,933.57,1158
637,2025-09-15,East,Doohickey,Electronics,2,101.97,203.94,1084
638,2025-12-08,North,Doohickey,Electronics,9,224.77,2022.93,1005
639,2024-12-11,West,Gizmo,Electronics,10,73.68,736.8,1125
640,2025-12-13,East,Gadget,Hardware,5,78.62,393.1,1190
641,2025-03-29,East,Gizmo,Electronics,9,183.56,1652.04,1154
642,2025-10-23,North,Doohickey,Electronics,7,228.79,1601.53,1104
643,2025-05-11,East,Gizmo,Electronics,2,131.24,262.48,1040
644,2024-03-08,South,Thingamajig,Accessories,13,38.23,496.99,1134
645,2025-08-05,North,Gadget,Hardware,7,210.06,1470.42,1063
646,2024-02-03,South,Gizmo,Electronics,7,72.12,504.84,1118
647,2025-06-01,South,Widget,Hardware,1,64.27,64.27,1125
648,2025-08-31,South,Doohickey,Electronics,19,140.08,2661.52,1088
649,2024-06-16,West,Gizmo,Electronics,3,74.84,224.52,1098
650,2024-02-20,North,Thingamajig,Accessories,7,214.99,1504.93,1165
651,2024-08-18,East,Gizmo,Electronics,14,130.75,1830.5,1199
652,2025-11-29,North,Gadget,Hardware,6,152.28,913.68,1002
653,2024-08-17,North,Gizmo,Electronics,9,108.83,979.47,1096
654,2024-12-23,South,Gadget,Hardware,15,79.03,1185.45,1133
655,2025-09-30,South,Widget,Hardware,1,130.32,130.32,1169
656,2025-01-18,East,Thingamajig,Accessories,20,74.26,1485.2,1175
657,2024-04-20,South,Gizmo,Electronics,9,161.95,1457.55,1070
658,2024-09-24,East,Gizmo,Electronics,7,41.73,292.11,1195
659,2024-09-03,West,Thingamajig,Accessories,13,166.83,2168.79,1174
660,2024-05-23,East,Doohickey,Electronics,10,68.56,685.6,1107
661,2025-02-18,South,Widget,Hardware,19,178.48,3391.12,1146
662,2024-07-13,South,Gadget,Hardware,18,161.39,2905.02,1121
663,2025-11-18,South,Gizmo,Electronics,6,210.96,1265.76,1142
664,2024-07-04,North,Doohickey,Electronics,5,186.53,932.65,1185
665,2025-07-26,East,Gadget,Hardware,11,165.34,1818.74,1056
666,2024-12-29,North,Gizmo,Electronics,14,198.08,2773.12,1084
667,2025-01-15,North,Gizmo,Electronics,15,213.55,3203.25,1120
668,2024-02-24,West,Thingamajig,Accessories,19,236.35,4490.65,1018
669,2025-04-28,West,Thingamajig,Accessories,4,217.54,870.16,1097
670,2025-06-26,North,Widget,Hardware,5,38.65,193.25,1051
671,2024-12-16,South,Thingamajig,Accessories,15,40.09,601.35,1183
672,2024-07-03,East,Doohickey,Electronics,11,159.6,1755.6,1045
673,2024-11-16,East,Widget,Hardware,15,72.01,1080.15,1194
674,2024-06-21,East,Gadget,Hardware,16,197.38,3158.08,1199
675,2024-03-31,North,Doohickey,Electronics,14,103.83,1453.62,1122
676,2025-01-27,North,Thingamajig,Accessories,7,184.01,1288.07,1003
677,2024-11-25,East,Thingamajig,Accessories,7,9.39,65.73,1001
678,2025-10-03,East,Gadget,Hardware,12,81.46,977.52,1026
679,2025-01-27,South,Gizmo,Electronics,6,21.0,126.0,1011
680,2024-11-01,West,Doohickey,Electronics,17,151.11,2568.87,1086
681,2025-03-20,West,Gadget,Hardware,11,249.05,2739.55,1125
682,2025-01-02,East,Gadget,Hardware,13,9.69,125.97,1057
683,2024-05-14,North,Widget,Hardware,19,128.64,2444.16,1031
684,2025-01-10,East,Widget,Hardware,13,219.75,2856.75,1065
685,2025-07-01,East,Thingamajig,Accessories,2,167.18,334.36,1167
686,2024-01-21,North,Widget,Hardware,14,113.86,1594.04,1031
687,2025-07-14,North,Gadget,Hardware,7,175.32,1227.24,1161
688,2024-01-10,South,Widget,Hardware,17,71.14,1209.38,1155
689,2025-12-18,North,Widget,Hardware,17,181.1,3078.7,1030
690,2024-10-16,North,Widget,Hardware,16,53.67,858.72,1051
691,2024-09-26,West,Gadget,Hardware,12,177.34,2128.08,1075
692,2024-06-13,North,Doohickey,Electronics,7,173.61,1215.27,1123
693,2024-12-04,North,Widget,Hardware,3,227.19,681.57,1146
694,2025-11-16,South,Widget,Hardware,17,23.39,397.63,1185
695,2024-04-13,West,Gadget,Hardware,15,247.22,3708.3,1075
696,2024-09-27,South,Widget,Hardware,6,219.16,1314.96,1074
697,2025-01-03,West,Gizmo,Electronics,14,185.94,2603.16,1024
698,2024-02-16,North,Gadget,Hardware,6,85.52,513.12,1112
699,2025-09-28,North,Widget,Hardware,12,204.67,2456.04,1046
700,2024-04-26,South,Doohickey,Electronics,9,209.75,1887.75,1176
701,2025-05-04,East,Gadget,Hardware,4,37.47,149.88,1185
702,2024-03-01,West,Gadget,Hardware,4,106.93,427.72,1151
703,2025-05-09,West,Doohickey,Electronics,6,154.77,928.62,1199
704,2025-01-02,East,Gadget,Hardware,16,230.5,3688.0,1028
705,2025-02-25,South,Widget,Hardware,9,165.47,1489.23,1003
706,2025-12-22,West,Thingamajig,Accessories,19,182.32,3464.08,1057
707,2025-11-16,West,Thingamajig,Accessories,17,173.62,2951.54,1158
708,2024-04-07,South,Gadget,Hardware,16,89.71,1435.36,1173
709,2025-10-18,South,Thingamajig,Accessories,20,18.37,367.4,1164
710,2024-06-09,South,Doohickey,Electronics,16,218.01,3488.16,1019
711,2025-05-18,South,Gizmo,Electronics,9,17.34,156.06,1057
712,2025-07-17,East,Doohickey,Electronics,8,24.31,194.48,1113
713,2025-08-09,South,Doohickey,Electronics,15,82.44,1236.6,1127
714,2025-10-31,North,Doohickey,Electronics,14,13.78,192.92,1140
715,2024-01-01,West,Thingamajig,Accessories,20,161.2,3224.0,1130
716,2025-07-29,North,Doohickey,Electronics,11,94.02,1034.22,1013
717,2024-08-16,West,Gizmo,Electronics,18,193.02,3474.36,1153
718,2025-04-29,East,Gizmo,Electronics,15,32.94,494.1,1194
719,2025-11-05,North,Gizmo,Electronics,12,208.32,2499.84,1074
720,2025-07-14,South,Widget,Hardware,2,224.73,449.46,1126
721,2024-05-23,West,Doohickey,Electronics,4,67.3,269.2,1050
722,2024-07-11,North,Doohickey,Electronics,7,116.98,818.86,1048
723,2024-12-12,North,Doohickey,Electronics,2,232.02,464.04,1172
724,2025-08-25,North,Doohickey,Electronics,15,166.32,2494.8,1129
725,2024-05-17,West,Widget,Hardware,17,185.37,3151.29,1141
726,2025-03-19,West,Doohickey,Electronics,17,196.36,3338.12,1045
727,2025-12-09,East,Gadget,Hardware,4,99.91,399.64,1153
728,2025-09-12,West,Thingamajig,Accessories,13,107.57,1398.41,1155
729,2025-12-10,East,Gizmo,Electronics,13,241.08,3134.04,1075
730,2025-04-08,West,Gadget,Hardware,14,152.62,2136.68,1191
731,2025-06-08,North,Thingamajig,Accessories,11,179.41,1973.51,1141
732,2025-10-09,North,Gadget,Hardware,20,180.02,3600.4,1175
733,2024-12-19,West,Gadget,Hardware,6,128.45,770.7,1177
734,2025-10-14,South,Widget,Hardware,12,142.76,1713.12,1149
735,2025-08-07,West,Doohickey,Electronics,18,75.05,1350.9,1108
736,2024-01-14,South,Widget,Hardware,13,40.61,527.93,1171
737,2024-02-27,North,Gadget,Hardware,10,172.43,1724.3,1037
738,2024-03-04,East,Gizmo,Electronics,7,189.63,1327.41,1008
739,2025-01-02,West,Widget,Hardware,20,217.67,4353.4,1189
740,2025-07-29,West,Thingamajig,Accessories,13,63.21,821.73,1178
741,2024-10-21,East,Widget,Hardware,13,99.95,1299.35,1175
742,2024-11-16,West,Widget,Hardware,1,187.2,187.2,1051
743,2025-09-27,West,Doohickey,Electronics,8,228.31,1826.48,1180
744,2025-12-27,East,Thingamajig,Accessories,18,185.92,3346.56,1050
745,2024-07-17,North,Gadget,Hardware,3,50.81,152.43,1044
746,2025-06-10,North,Widget,Hardware,14,73.38,1027.32,1067
747,2024-05-13,North,Gizmo,Electronics,1,85.99,85.99,1181
748,2024-06-07,North,Gizmo,Electronics,20,17.46,349.2,1160
749,2025-09-22,West,Gizmo,Electronics,16,198.53,3176.48,1140
750,2025-01-01,North,Gizmo,Electronics,17,58.89,1001.13,1047
751,2025-06-17,North,Thingamajig,Accessories,6,106.9,641.4,1137
752,2025-02-17,North,Gadget,Hardware,7,167.52,1172.64,1084
753,2025-01-04,North,Thingamajig,Accessories,17,121.34,2062.78,1143
754,2025-10-26,North,Gizmo,Electronics,15,63.89,958.35,1164
755,2025-09-20,West,Gadget,Hardware,2,172.23,344.46,1082
756,2025-01-25,West,Widget,Hardware,13,67.86,882.18,1185
757,2024-10-16,North,Thingamajig,Accessories,12,131.01,1572.12,1130
758,2025-04-01,South,Gizmo,Electronics,7,83.48,584.36,1021
759,2024-04-08,North,Thingamajig,Accessories,18,6.8,122.4,1016
760,2024-08-03,East,Gadget,Hardware,14,209.74,2936.36,1052
761,2025-07-04,West,Doohickey,Electronics,3,187.99,563.97,1039
762,2024-01-25,South,Gizmo,Electronics,2,26.44,52.88,1013
763,2024-07-01,East,Thingamajig,Accessories,3,145.87,437.61,1058
764,2024-09-21,South,Doohickey,Electronics,13,111.09,1444.17,1004
765,2025-02-02,East,Thingamajig,Accessories,1,162.15,162.15,1158
766,2024-03-05,East,Thingamajig,Accessories,2,176.72,353.44,1018
767,2025-01-01,West,Widget,Hardware,10,197.79,1977.9,1077
768,2025-09-13,North,Doohickey,Electronics,13,101.8,1323.4,1169
769,2024-02-01,South,Thingamajig,Accessories,8,38.41,307.28,1100
770,2025-07-12,North,Gadget,Hardware,10,170.94,1709.4,1186
771,2025-10-25,South,Widget,Hardware,18,219.32,3947.76,1036
772,2024-05-06,North,Thingamajig,Accessories,20,101.55,2031.0,1140
773,2024-03-28,South,Gizmo,Electronics,7,106.1,742.7,1165
774,2025-06-08,North,Gadget,Hardware,8,156.14,1249.12,1064
775,2024-07-17,North,Thingamajig,Accessories,2,213.59,427.18,1140
776,2025-04-17,East,Widget,Hardware,10,169.56,1695.6,1064
777,2024-04-10,North,Thingamajig,Accessories,16,238.13,3810.08,1091
778,2024-05-11,East,Gadget,Hardware,4,74.86,299.44,1017
779,2024-07-17,South,Doohickey,Electronics,11,156.0,1716.0,1078
780,2025-12-11,East,Thingamajig,Accessories,19,94.3,1791.7,1080
781,2025-03-14,North,Gizmo,Electronics,8,197.49,1579.92,1182
782,2025-10-18,South,Gizmo,Electronics,5,171.5,857.5,1084
783,2025-05-06,South,Gizmo,Electronics,10,124.31,1243.1,1027
784,2024-06-28,East,Widget,Hardware,9,215.38,1938.42,1035
785,2025-07-05,North,Widget,Hardware,3,223.57,670.71,1129
786,2025-10-08,North,Thingamajig,Accessories,19,104.26,1980.94,1151
787,2024-08-05,West,Thingamajig,Accessories,9,138.15,1243.35,1138
788,2025-04-28,East,Gadget,Hardware,12,101.16,1213.92,1197
789,2025-08-26,East,Gizmo,Electronics,5,118.85,594.25,1130
790,2024-04-02,South,Thingamajig,Accessories,1,167.36,167.36,1157
791,2025-12-01,North,Thingamajig,Accessories,5,114.32,571.6,1045
792,2025-08-02,West,Gadget,Hardware,16,235.1,3761.6,1010
